UID,UserPrompt,CorrectedPrompt,TranslatedPrompt,PromptingStrategy,Sentiment,5S_Strategies,5S_Voting,5S_Verdict
11_103,room1은 고정이 안되네.,room1은 고정이 안 되네.,Room 1 can't be fixed.,Negative Judgement Statements,Negative,Substantiate,"""Room 1 can't be fixed."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence reports a limitation/problem state about Room 1, which fits validation/feedback rather than setting parameters, sequencing steps, aligning terminology, or requesting structured output."
11_104,ㅋㅋ움직이는데 병신아,"ㅋㅋ 움직이는데, 병신아.","Haha, it's moving, you idiot.",Emotional Affirmations;Emotional Negatives,Negative,Substantiate,"""Haha, it's moving, you idiot."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence provides observational/ evaluative feedback (“it’s moving”) rather than instructions or formatting requests, fitting Substantiate. It contains no sequential steps, parameters, terminology alignment, or structure conversion."
11_105,야 드래그가 문제가 아니라 다른 관절을 움직일때 같이움직인다고,"야, 드래그가 문제가 아니라 다른 관절을 움직일 때 같이 움직인다고.","Hey, the problem isn't the drag; it's that other joints move along when you move.",Others,Neutral,Substantiate,"""Hey, the problem isn't the drag; it's that other joints move along when you move."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt provides diagnostic feedback about observed behavior (other joints moving unintentionally) and corrects a prior assumption about the issue (not the drag). It does not specify steps, constraints, formats, or terminology alignment—hence it is classified as Substantiate."
11_106,좋아 그럼 1에서 2-1 3-1 링크 더 만들고 3-1과 3을 연결시켜 그리고 모든 점에 같은 방식으로 room하나씩 위치시켜,"좋아, 그럼 1에서 2-1, 3-1 링크 더 만들고 3-1과 3을 연결시켜. 그리고 모든 점에 같은 방식으로 방 하나씩 위치시켜.","Okay, then create links from 1 to 2-1 and 3-1, and connect 3-1 with 3. Also, position one room at each point in the same way.",Specification Commands;Specification Commands;Specification Commands;Specification Commands.,Neutral,Split,"""Okay, then create links from 1 to 2-1 and 3-1, and connect 3-1 with 3."" → Split (Split, Split, Split, Supplement, Supplement); ""Also, position one room at each point in the same way."" → Supplement (Split, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt gives a short sequence of actions (“then… also…”) to implement connections and placements, so overall it functions as a procedural set of steps. While it specifies parameters (which nodes to link, how many rooms), the primary intent is sequential task execution, so Split takes priority. ","The prompt primarily decomposes the task into sequential actions (Split) while also setting concrete directives/constraints (Supplement) such as which nodes to connect and placing one room per point consistently. By the priority rule, the overall classification is Split."
11_107,2-1에 2-2하나 더 만들고 2-2는 3과 또 연결시켜,2-1에 2-2 하나 더 만들고 2-2는 3과 또 연결시켜.,Create one more 2-2 under 2-1 and connect 2-2 with 3 as well.,Specification Commands,Neutral,Split,"""Create one more 2-2 under 2-1 and connect 2-2 with 3 as well."" → Split (Split, Split, Split, Supplement, Split); Holistic Evaluation - Classified as Split because the prompt directs a short sequence of actions (first create, then connect), even though it also specifies parameters (placement under 2-1 and connection to 3). Per the priority rule, Split takes precedence. ","The prompt decomposes the task into two ordered operations—adding a node and then linking it—indicating a procedural workflow. While it sets specific constraints (what to create, where, and with whom to connect), the sequential nature makes Split the dominant strategy."
11_108,길이 유지를 못하네 자기맘대로 120넘어가네 막,"길이 유지를 못하네, 자기 맘대로 120 넘어가네 막.","Can't maintain the speed, it just goes over 120 on its own.",Emotional Negatives,Negative,Substantiate,"""Can't maintain the speed, it just goes over 120 on its own."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt reports an issue with behavior (speed exceeding 120) and serves as feedback/problem description rather than requesting steps, setting parameters, or formatting. This aligns with Substantiate."
11_109,그래 그럼 루프없게만 대신 완벽하게,"그래, 그럼 루프 없게만 대신 완벽하게.","Sure, then make it perfect instead of having any loops.",Specification Commands,Neutral,Supplement,"""Sure, then make it perfect instead of having any loops."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt sets constraints on the solution (no loops) and requests improved quality, without specifying steps or formats, so it is classified as Supplement.; ","This prompt provides parameters and constraints for how the output should be produced (avoid loops, ensure quality). It does not decompose tasks (Split), demand a structured format (Structure), align terminology (Sync), or evaluate outcomes (Substantiate)."
11_110,프로젝트 경로 : C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react 우리는 트리 ik체인을 이용한 퍼펫모드를 만들거야.  전체적인 프로토타입을  C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react\src\puppet 이 폴더에 짜놨으니까 제대로 파악해서 핵심을 제대로 구현해. UI Header에 퍼펫 모드하고 pin을 사용하는 모달은 이미 만들어져 있어. 변형해서 제대로 구현하자. 모르는거 즉각물어봐 니혼자 판단해서 망치지말고.,프로젝트 경로: C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react 우리는 트리 IK 체인을 이용한 퍼펫 모드를 만들 거야. 전체적인 프로토타입을 C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react\src\puppet 이 폴더에 짜 놨으니까 제대로 파악해서 핵심을 제대로 구현해. UI Header에 퍼펫 모드하고 핀을 사용하는 모달은 이미 만들어져 있어. 변형해서 제대로 구현하자. 모르는 거 즉각 물어봐. 네 혼자 판단해서 망치지 말고.,"Project path: C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react We are going to create a puppet mode using a tree IK chain. The overall prototype is set up in the folder C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react\src\puppet, so make sure to understand it thoroughly and implement the core features properly. The UI header already has a modal for puppet mode and pin usage. Let's modify it and implement it correctly. If you don't know something, ask immediately. Don't mess it up by deciding on your own.",Information Provision;Information Provision;Execution Commands;Specification Commands;Execution Commands;Execution Commands;Clarification Questions;Execution Commands.,Neutral,"Supplement, Split","""Project path:"" → None (None, None, None, None, None); ""We are going to create a puppet mode using a tree IK chain."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""The overall prototype is set up in the folder [path removed], so make sure to understand it thoroughly and implement the core features properly."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""The UI header already has a modal for puppet mode and pin usage."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""Let's modify it and implement it correctly."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""If you don't know something, ask immediately."" → Split (Split, Split, Split, Split, Split); ""Don't mess it up by deciding on your own."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None; ","The prompt primarily sets constraints, goals, and directives for implementation (Supplement), with a single conditional process rule (“If you don’t know something, ask...”) introducing a Split element. There is no request for structured outputs, terminology alignment across systems, or evaluative feedback."
11_111,앵커는 맨처음 pin을 설정한 방을 앵커로해. 단 나중에 사용자가 퍼펫모드에서 실을 더블클릭해서 앵커 룸을 바꿀 수 있어. 그리고 앵커룸은 빨간색 테두리로 표시해,"앵커는 맨 처음 핀을 설정한 방을 앵커로 해. 단, 나중에 사용자가 퍼펫 모드에서 실을 더블 클릭해서 앵커 룸을 바꿀 수 있어. 그리고 앵커 룸은 빨간색 테두리로 표시해.","The anchor initially sets the room where the pin was first placed as the anchor. However, the user can later change the anchor room by double-clicking the thread in puppet mode. The anchor room is indicated by a red border.",Information Provision;Information Provision;Information Provision,Neutral,Supplement,"""The anchor initially sets the room where the pin was first placed as the anchor."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""However, the user can later change the anchor room by double-clicking the thread in puppet mode."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""The anchor room is indicated by a red border."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None; ","The prompt specifies system behavior and UI rules (initial state, user action to change state, visual indicator), which is characteristic of Supplement. There is no stepwise workflow (Split), terminology mapping (Sync), data-format request (Structure), or evaluative feedback (Substantiate)."
11_112,너혹시 지금 프로그램 열고 P누르면 나오는 창에서 퍼펫모드를 하게 바꾸고 있는거야?,너 혹시 지금 프로그램 열고 P 누르면 나오는 창에서 퍼펫 모드를 하게 바꾸고 있는 거야?,Are you by any chance changing it to puppet mode in the window that appears when you open the program and press P?,Clarification Questions,Neutral,Substantiate,"""Are you by any chance changing it to puppet mode in the window that appears when you open the program and press P?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt is validating whether a specific mode is being engaged via a particular action, which is diagnostic/verification in nature and aligns with Substantiate.; ","This is a check about correct usage (“Is puppet mode being used?”), which falls under validation/feedback rather than setting parameters, sequencing steps, aligning terminology, or requesting structured output."
11_113,UI header에 퍼펫모드를 클릭하고서 거기서 바로 실행가능하게 만들어달라는거였잔항.,UI 헤더에 퍼펫 모드를 클릭하고서 거기서 바로 실행 가능하게 만들어 달라는 거였잖아.,"It was about making it possible to click Puppet Mode in the UI header and run it directly from there, right?",Clarification Questions,Neutral,Supplement,"""It was about making it possible to click Puppet Mode in the UI header and run it directly from there, right?"" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None.; ","The sentence seeks confirmation/clarification about the intended behavior of a UI feature, which fits the Supplement strategy. It sets/clarifies expected functionality rather than laying out steps, aligning terminology across systems, requesting structured output, or evaluating performance."
11_114,클릭하자마자 pin뜨면 어떻게 드래그하라고 그걸만드냐? 우측클릭해서 팝업메뉴에서 이미 pin할 수 잇는데 왜 만들어 그거 시발련아,클릭하자마자 핀이 뜨면 어떻게 드래그하라고 그걸 만드냐? 우측 클릭해서 팝업 메뉴에서 이미 핀 할 수 있는데 왜 만들어 그거 시발련아.,"As soon as you click, if the pin appears, how are you supposed to drag it? You can already pin it by right-clicking and using the popup menu, so why did you make that, you damn idiot.",Hypothetical/Conditional Questions;Procedural or How-To Questions;Reasoning;Emotional Negatives.,Very Negative,Substantiate,"""As soon as you click, if the pin appears, how are you supposed to drag it?"" → Substantiate (Split, Substantiate, Substantiate, Substantiate, Substantiate); ""You can already pin it by right-clicking and using the popup menu, so why did you make that, you damn idiot."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The overall prompt is user feedback expressing a usability issue and questioning the rationale for a feature, which is evaluative/critical in nature rather than instructive or procedural, so it is classified as Substantiate. ","The prompt provides negative feedback about a UI behavior, flags a perceived redundancy, and questions the design choice. This aligns with Substantiate because it critiques correctness/usability and reports a problem rather than setting parameters, requesting steps, aligning terminology, or asking for structured output."
11_115,앞으로 뭐해야하는지 정확하게 정리해서 알려줘 경로까지,"앞으로 뭐 해야 하는지 정확하게 정리해서 알려줘, 경로까지.","Please clearly organize and let me know what needs to be done in the future, including the path.",Structuring Commands;Clarification Questions,Neutral,Split,"""Please clearly organize and let me know what needs to be done in the future, including the path."" → Split (Split, Split, Supplement, Split, Split); Holistic Evaluation - The overall intent is to obtain a future action plan/roadmap (“what needs to be done” and “including the path”), which implies stepwise sequencing, so Split dominates. ","The prompt requests a structured plan and roadmap of future actions, which aligns with Split (task decomposition and sequencing). While “including the path” could be read as asking for added details, the primary thrust is a step-by-step plan, so Split is the best fit."
11_116,pendingPin: null,[Code indicating that the variable pendingPin is set to null],The code sets the variable pendingPin to null.,Information Provision,Neutral,Substantiate,"""The code sets the variable pendingPin to null."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence provides neutral feedback about the code’s current behavior rather than instructing changes or specifying parameters. This aligns with Substantiate, which covers observations and validation statements about what the system/code is doing."
11_117,export 'getConnectedRoomIds' (imported as 'getConnectedRoomIds') was not found in '../../../utils/puppetMode' (possible exports: createIKSolverFromConnections getRoomUpdatesFromSolver handlePuppetDrag),"[The code is related to exporting and importing functions from a module, specifically dealing with room connections and updates in a puppet mode utility.]","The code pertains to exporting and importing functions from a module, specifically handling room connections and updates in a puppet mode utility.",Information Provision,Neutral,Supplement,"""The code pertains to exporting and importing functions from a module, specifically handling room connections and updates in a puppet mode utility."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None; ","The prompt provides contextual clarification and scope about what the code does, which fits Supplement. It does not specify steps (Split), request structured output (Structure), align terminology across systems (Sync), or evaluate performance (Substantiate)."
11_118,solver.getAnchor is not a function TypeError: solver.getAnchor is not a function at createIKSolverFromConnections (http://localhost:3000/static/js/bundle.js:49809:25) at handlePuppetDrag (http://localhost:3000/static/js/bundle.js:49856:7) at EventHandler.handleMouseMove (http://localhost:3000/static/js/bundle.js:40834:94) at RefactoredCanvasController.handleMouseMove (http://localhost:3000/static/js/bundle.js:39151:23) at handleMouseMove (http://localhost:3000/static/js/bundle.js:39562:134) at HTMLUnknownElement.callCallback (http://localhost:3000/static/js/bundle.js:8830:18) at Object.invokeGuardedCallbackDev (http://localhost:3000/static/js/bundle.js:8874:20) at invokeGuardedCallback (http://localhost:3000/static/js/bundle.js:8931:35) at invokeGuardedCallbackAndCatchFirstError (http://localhost:3000/static/js/bundle.js:8945:29) at executeDispatch (http://localhost:3000/static/js/bundle.js:13088:7),solver.getAnchor는 함수가 아닙니다 TypeError: [Code indicating a TypeError related to solver.getAnchor not being a function],TypeError: solver.getAnchor is not a function.,Negative Judgement Statements.,Neutral,Substantiate,"""TypeError: [method] is not a function."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt reports an error message, which is evaluative feedback about a problem during execution. This aligns with Substantiate, as it flags an issue that typically prompts debugging or validation."
11_119,여기 있는 ik 구조를 제대로 적용한거 맞아?,여기 있는 IK 구조를 제대로 적용한 거 맞아?,Did you apply the IK structure correctly here?,Clarification Questions,Neutral,Substantiate,"""Did you apply the IK structure correctly here?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt requests validation of correctness (“did you apply… correctly”), which is evaluative feedback. It does not set parameters, define terms, request a sequence, or ask for a structured format, so it fits Substantiate."
11_120,이 폴더에서 한것처럼 점을 기반으로 관절을 움직이게 하고 이 점에다가 room의 방향을 제대로 얼라인 하는 방향으로 생각해봐,이 폴더에서 한 것처럼 점을 기반으로 관절을 움직이게 하고 이 점에다가 room의 방향을 제대로 얼라인하는 방향으로 생각해봐.,"Try to move the joints based on the points as done in this folder, and think about aligning the direction of the room properly with these points.",Execution Commands;Data Alignment Commands,Neutral,Split,"""Try to move the joints based on the points as done in this folder, and think about aligning the direction of the room properly with these points."" → Split (Split, Split, Supplement, Split, Split); Holistic Evaluation - The prompt decomposes the work into two coordinated actions (move joints; align room direction) and gives execution guidance. Although it adds constraints (“based on the points,” “as done in this folder”), the primary intent is task decomposition, so Split takes precedence. ","The instruction breaks the task into sub-tasks and guides how to execute them, which is characteristic of Split. It also supplements with constraints referencing points and prior examples, but per the priority rule, Split is chosen as the dominant strategy."
11_121,그딴거 만들지말고 직접 수정해,그딴 거 만들지 말고 직접 수정해.,Don't make something like that; just fix it directly.,Specification Commands;Execution Commands,Negative,Supplement,"""Don't make something like that; just fix it directly."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None; ","The prompt sets constraints and desired behavior (avoid producing a certain kind of output and perform a direct fix), which fits Supplement because it specifies rules/parameters for how the assistant should act rather than laying out steps, formatting requirements, or evaluation."
11_122,제대로 적용된거 맞아?,제대로 적용된 거 맞아?,Is it applied correctly?,Clarification Questions,Neutral,Substantiate,"""Is it applied correctly?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt seeks an evaluation of correctness, which is a validation request. This aligns with the Substantiate strategy."
11_123,핀들끼리 제대로 붙어있지조차 않는데 뭔소리야,핀들끼리 제대로 붙어 있지도 않은데 뭔 소리야.,"The pins aren't even properly connected, so what's the point?",Negative Judgement Statements;Clarification Questions,Negative,Substantiate,"""The pins aren't even properly connected, so what's the point?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt is giving negative feedback by identifying a problem (improper connections) and questioning the utility, which fits validation/critique rather than instruction or formatting. ","This is a problem report and expression of dissatisfaction, characteristic of Substantiate. It contains no stepwise process (Split), parameters (Supplement), terminology alignment (Sync), or machine-readable formatting (Structure)."
11_124,일단 핀을 만들어서 관절을 만들면 이걸 그 핀의 점과 직선으로 이루어진 관절을 기반으로 작동하게 만들고 그 점의 위치와 벡터의 방향에 맞게 room을 얼라인 시키는 방향으로. 이해가 되니?,"일단 핀을 만들어서 관절을 만들면 이걸 그 핀의 점과 직선으로 이루어진 관절을 기반으로 작동하게 만들고, 그 점의 위치와 벡터의 방향에 맞게 방을 얼라인 시키는 방향으로. 이해가 되니?","First, create a pin and make a joint, then make it operate based on the joint composed of the pin's point and line, aligning the room according to the position of that point and the direction of the vector. Do you understand?",Task-Splitting Commands;Execution Commands;Data Alignment Commands;Clarification Questions,Neutral,"Split, Substantiate","""First, create a pin and make a joint, then make it operate based on the joint composed of the pin's point and line, aligning the room according to the position of that point and the direction of the vector."" → Split (Split, Split, Split, Supplement, Split); ""Do you understand?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt primarily lays out a sequential workflow (Split) for creating and operating a joint, followed by a confirmation check to validate understanding (Substantiate). ","The instruction uses stepwise sequencing (“First..., then...”) to decompose the task, which is characteristic of Split, while the closing question seeks validation of comprehension, fitting Substantiate. Although some parameters are implied (alignment based on position and vector), Split takes priority due to the explicit sequencing."
11_125,지금이 적용되어있는게 새로운거야?,지금 적용되어 있는 게 새로운 거야?,Is what is currently being applied new?,Factual Questions,Neutral,Substantiate,"""Is what is currently being applied new?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt asks for an evaluative judgment about novelty (whether the current application is new), which fits Substantiate. It does not specify steps, constraints, formatting, or terminology alignment."
11_126,왜 pin한뒤에 고정되어서 움직이지가 않지,왜 핀한 뒤에 고정되어서 움직이지 않는 거지?,Why is it fixed after being pinned and not moving?,Clarification Questions,Neutral,Substantiate,"""Why is it fixed after being pinned and not moving?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt reports an unexpected behavior (“fixed after being pinned” and “not moving”) and seeks an explanation, which is diagnostic feedback/evaluation characteristic of Substantiate."
11_127,이거 구현할 수 있는지 생각해보고 만약 구현할 수 있다면 나는 기존의 퍼펫 모드 관련 모든 자료를 del폴더로 이동하고 처음부터 재생성하고 싶어. 검토해봐.,"이거 구현할 수 있는지 생각해 보고, 만약 구현할 수 있다면 나는 기존의 퍼펫 모드 관련 모든 자료를 del 폴더로 이동하고 처음부터 재생성하고 싶어. 검토해 봐.","Consider whether this can be implemented, and if it can, I want to move all existing puppet mode-related materials to the del folder and recreate them from scratch. Please review it.",Hypothetical/Conditional Questions;Execution Commands;Execution Commands,Neutral,"Split, Substantiate","""Consider whether this can be implemented, and if it can, I want to move all existing puppet mode-related materials to the del folder and recreate them from scratch."" → Split (Split, Split, Substantiate, Substantiate, Split); ""Please review it."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt blends a conditional workflow (assess feasibility, then move/recreate) with an explicit request for evaluation. The conditional sequence makes Split prominent, while “Please review it” clearly invokes Substantiate. ","The first sentence lays out a conditional plan of action—evaluate feasibility then proceed—matching Split, despite also setting some parameters. The second sentence asks for feedback/assessment, which is Substantiate."
11_128,일단 이동한 뒤에 보고해.,일단 이동한 뒤에 보고해.,Report after moving first.,Execution Commands.,Neutral,Split,"""Report after moving first."" → Split (Split, Split, Split, Split, Split); Holistic Evaluation - The prompt imposes a temporal sequence: perform the initial move, then provide a report. This ordered control flow aligns with Split. ","The instruction specifies a stepwise workflow using the temporal cue “after,” indicating that reporting should occur only following the first move. This sequencing clearly falls under Split rather than Supplement, Structure, Sync, or Substantiate."
11_129,Module not found: Error: Can't resolve '../../../utils/puppetMode_simple' in 'C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react\src\components\Canvas\utils',[Error message indicating a module not found issue in a specified file path],Error message indicating that a module is not found in a specified file path.,Information Provision,Neutral,Substantiate,"""Error message indicating that a module is not found in a specified file path."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence reports an error condition (a missing module), which is feedback about a problem rather than instructions, sequencing, terminology alignment, or formatting. Therefore, it fits Substantiate."
11_130,아직 pin 모달은 남아있네?,아직 핀 모달은 남아 있네?,Is the modal that hasn't opened yet still there?,Factual Questions,Neutral,Substantiate,"""Is the modal that hasn't opened yet still there?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt seeks validation of the state/existence of a UI element (a modal) before it's opened, which is a correctness/status check characteristic of Substantiate.; ","The question asks to verify whether something exists in a given state, which is a validation request. It does not set parameters, define formats, align terminology, or break tasks into steps, hence Substantiate is the only applicable strategy."
11_131,Module not found: Error: Can't resolve './components/Modals/PinSelectionModal' in 'C:\Users\82102\Desktop\FloorPlanEditor\floor-plan-editor-react\src',[코드에서 모듈을 찾을 수 없다는 오류 메시지입니다.],This is an error message indicating that a module cannot be found in the code.,Information Provision,Neutral,Substantiate,"""This is an error message indicating that a module cannot be found in the code."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence reports a problem in the system (“module cannot be found”), which is evaluative feedback/error reporting, fitting Substantiate. No steps, constraints, formatting, or terminology alignment are present."
11_132,주석처리하지말고 지우지그래? 혼선이없게,주석 처리하지 말고 지우지 그래? 혼선이 없게.,Why don't you just delete it instead of commenting it out? To avoid any confusion.,Hypothetical/Conditional Questions;Reasoning.,Neutral,Supplement,"""Why don't you just delete it instead of commenting it out?"" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""To avoid any confusion."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None; ","The prompt sets a preferred action and constraint (delete rather than comment to avoid confusion), which fits Supplement because it specifies rules/behavior rather than a sequence, data format, terminology alignment, or evaluation."
11_133,그리고 아직도 header에 퍼펫모드가 있네.,그리고 아직도 헤더에 퍼펫 모드가 있네.,And there's still a puppet mode in the header.,Information Provision,Neutral,Substantiate,"""And there's still a puppet mode in the header."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None.; ","The sentence reports an unexpected or undesired UI state (“still … in the header”), which is evaluative feedback indicating a problem, aligning with Substantiate. It does not set parameters, request steps, align terminology, or ask for structured output."
11_134,ok 그럼 처음부터 다시 내가 만든 기능을 만들 수 있는 작업 내용을 쭉 정리해봐.,"OK, 그럼 처음부터 다시 내가 만든 기능을 만들 수 있는 작업 내용을 쭉 정리해 봐.","Alright, then let me summarize the tasks needed to create the feature I made from the beginning.",Others,Neutral,None,"""Alright, then let me summarize the tasks needed to create the feature I made from the beginning."" → None (Split, None, None, None, None); Holistic Evaluation - None; ","This sentence is a transitional statement indicating the user’s intent to provide a summary. It does not actually request step-by-step decomposition, set constraints, align terminology, ask for structured output, or seek evaluation. Thus, no 5S strategy is actively deployed."
11_135,퍼펫모드를 UI에 추가하고 PIN모달 만드는것부터 쭉 다 설명해야해.,퍼펫 모드를 UI에 추가하고 PIN 모달 만드는 것부터 쭉 다 설명해야 해.,I need to explain everything from adding Puppet Mode to the UI to creating the PIN modal.,Specification Commands,Neutral,Split,"""I need to explain everything from adding Puppet Mode to the UI to creating the PIN modal."" → Split (Split, Split, Supplement, Split, Supplement); Holistic Evaluation - The prompt seeks an end-to-end, sequential explanation spanning multiple implementation tasks, implying a workflow. Therefore, Split takes precedence over the minor scope-setting aspect. ","The request implies task decomposition and a procedural walkthrough (“from … to …”), which fits Split. While it loosely sets the scope boundaries (a Supplement trait), the primary intent is a stepwise explanation of the workflow."
11_136,그렇게 꼭 다 코딩 안해도되고 말로 해도되는데 아주 중요한것만 코딩해.,그렇게 꼭 다 코딩 안 해도 되고 말로 해도 되는데 아주 중요한 것만 코딩해.,You don't have to code everything; you can explain it verbally and only code the most important parts.,Negative Judgement Statements;Specification Commands.,Neutral,Supplement,"""You don't have to code everything; you can explain it verbally and only code the most important parts."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None.; ","The sentence sets response parameters and constraints—favoring verbal explanation and limiting code to essential parts—so it is classified as Supplement rather than Split, Sync, Structure, or Substantiate."
11_137,Chain 분리 시 처리,체인 분리 시 처리,Handle when separating the chain.,Specification Commands,Neutral,Split,"""Handle when separating the chain."" → Split (Split, Split, None, Split, Split); Holistic Evaluation - None.; ","The prompt instructs handling a specific conditional case (“when separating the chain”), implying a control-flow branch rather than providing parameters, format, or validation. This aligns with Split (conditional workflow) and does not engage Supplement, Sync, Structure, or Substantiate."
11_138,네가 자꾸 뭔가 잘못이해하고 있는것 같은데 pin을 한 이후에 방을 드래그하면 점선으로 이어지게 만든건 왜그런거야?,"네가 자꾸 뭔가 잘못 이해하고 있는 것 같은데, pin을 한 이후에 방을 드래그하면 점선으로 이어지게 만든 건 왜 그런 거야?","It seems like you're misunderstanding something, but why did you make it so that dragging the room after pinning it connects with a dotted line?",Negative Judgement Statements;Clarification Questions,Neutral,Substantiate,"""It seems like you're misunderstanding something, but why did you make it so that dragging the room after pinning it connects with a dotted line?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None.; ","The prompt gives evaluative feedback (perceived misunderstanding) and asks for reasoning about an unexpected behavior (dotted line after pinning and dragging). This is validation/feedback seeking, not stepwise guidance, parameter setting, formatting, or terminology alignment."
11_139,4번부터 쭉 실행해,4번부터 쭉 실행해.,Continue executing from number 4.,Execution Commands.,Neutral,Split,"""Continue executing from number 4."" → Split (Split, Split, Split, Split, Split); Holistic Evaluation - None; ","The prompt instructs resuming a sequential workflow from a specific step, which is characteristic of task sequencing and process control, hence Split."
11_140,pin할 방을 연속해서 두개 선택하는게 아니라 왜 자동으로 무언가 다른 방을 선택하게 만든거야?,핀할 방을 연속해서 두 개 선택하는 게 아니라 왜 자동으로 무언가 다른 방을 선택하게 만든 거야?,Why did you make it so that something automatically selects a different room instead of choosing two consecutive pinned rooms?,Clarification Questions,Negative,Substantiate,"""Why did you make it so that something automatically selects a different room instead of choosing two consecutive pinned rooms?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt asks for the rationale behind an observed behavior and implicitly flags it as unexpected or undesirable, which is evaluative feedback characteristic of Substantiate.; ","This prompt seeks an explanation/justification for a design choice and evaluates current behavior (auto-selecting a different room) versus an expected behavior (choosing two consecutive pinned rooms), aligning with the Substantiate strategy."
11_141,IKchain이 제대로 생성되었는지 볼 수 있게 chain을 점선으로 표시해,IKchain이 제대로 생성되었는지 볼 수 있게 chain을 점선으로 표시해.,Display the chain with a dotted line so we can see if the IKchain is created properly.,Execution Commands;Reasoning,Neutral,Supplement,"""Display the chain with a dotted line so we can see if the IKchain is created properly."" → Supplement (Supplement, Supplement, Supplement, Substantiate, Supplement); Holistic Evaluation - None; ","The prompt sets a visualization parameter (use a dotted line) to guide system behavior, which is characteristic of Supplement. It does not request stepwise decomposition, machine-readable formatting, cross-term alignment, or direct evaluation—though it implies a validation purpose, the actionable instruction is to adjust display settings."
